Title	Budget	Box_Office	Star1	Star2	Star3	Star_num1	Star_num2	Star_num3	Name	Year	Run_Time	Genre	Director_num	Writer_num	Average_Rating	Num_Voters	Story_Line	Ratio
tt0757193	252	2772	Boris Aljinovic	Anna Thalbach	Proschat Madani	nm0019753	nm0856917	nm0534499	Esperanza	2006	90	"Comedy,Drama"	nm0045873	"nm0415981,nm0045873"	5.7	24	"On new year's eve ten passengers missed the last ferry from Germany to Kopenhagen. The weirdo cook of a run-down and very small steamboat offers them a lift and leads them aboard: ten sympathetic little liars. They face all sorts of funny and tragic catastrophes while the crew entertains them with treats, music and dances. lost in-midst of the ocean, stuck in thick fog, with blocked machines and without navigation and electricity, in brief: aware of their hopeless situation they finally confess to each other their life's lies, illusions and false hopes."	9.956521739
tt1206282	252	1074	Nicola Lanci	Carmela Lanci	Simona Senzacqua	nm2960070	nm2959587	nm2961264	Una ballata bianca	2007	78	Drama	nm2961323	"nm2961323,nm0740387"	7.7	17	"In an apartment, the life of an elderly couple, married for many years, evolves like an old record player: slow and repetitious. The woman suffers from an incurable disease and has little time left to live. They have always lived quietly, but now even more so. Words can no longer express meanings. The presence of death makes every single action between the elderly couple, both important and definite."	3.245059289
tt1954353	505	4522	David Sanz	Leonor Svarcas	Jorge Temponi	nm2169494	nm2253270	nm0854803	Cruz del Sur	2012	97	"Comedy,Drama,Family"	"nm2169494,nm2174751"	"nm5281584,nm4496572,nm2169494"	6.1	51	"TWO CITIES, TWO WOMEN, ONE DESTINY... Discouraged by his work situation, John decides to move from Montevideo to Barcelona searching for a stability that allows him to support his family. Soon, he will discover that his dreams for a better future have little to do with real world. Rootlessness, loneliness, longings, doubts, a new life in a different country...John must confront his principles and values to discover that all the important things were closer than he has ever imagined."	7.936758893
tt0770193	1011	1843	Marcello Mazzarella	Enzo Mazzarella	Fabio Mattei	nm0563496	nm2321316	nm2302079	Il pugile e la ballerina	2007	93	Drama	nm0839640	"nm2317721,nm0839640,nm0891603"	5	12	"Enzo (Enzo Mazzarella) is an art dealer, homosexual, and Fabio (Fabio Mattei) a boxer from the suburbs, heterosexual. Enzo is in love with Fabio, but Fabio doesnt feel the same for Enzo. Then, there is another couple, the one of two policemen: Osho (Marcello Mazzarella), the policeman with more experience, and Carletto (Peppino Mazzotta), the younger one. Enzo and Fabio live together in a big house in the centre of Rome, which overlooks a small square, animated by peculiar characters: the customers and the staff of a typical roman restaurant, artists and managers of art galleries, shady characters involved in dubious business. Fabio loves the comfort of living in the city centre, but Enzo, he simply loves Fabio. Carletto and Osho are also a strange couple: theyre not real policemen. Osho is a former policeman, Carletto, instead, failed his competitive exam to become a policeman. Osho, feigns to be a policeman and makes small swindles, which allow them to make both ends meet. But today..."	0.821146245
tt1562904	1500	5129	Glenn Berggoetz	Baird Lefter	Lauren von Engeln	nm3324251	nm3740406	nm2656217	To Die Is Hard	2010	87	"Action,Comedy"	nm3324251	nm3324251	7.1	51	"When a gang of terrorists invade a campus building, it's up to English professor Joe McCann to save the day."	2.417055296
tt1342121	1618	2749	Jure Ivanusic	Iva Krajnc	Anita Kravos	nm0412172	nm1189966	nm2378577	Prehod	2008	86	"Horror,Thriller"	nm0657477	"nm3246275,nm0657477,nm0805237"	5.8	58	"A painter named Vlado paints a portrait of an unknown woman. When the portrait ""becomes alive"" and the woman in the painting shows up at the artist's exhibition opening, Vlado's life is turned upside down. As Vlado becomes involved in a passionate affair with the mysterious woman, he does not even notice that he has fallen into the trap of Zom, a para-psychological organization which controls the actions of individuals by entering their thoughts, which is the meaning of ""passing"". A whirlwind of curious events and unexplained suicides takes him into a world where reality and fantasy are intertwined, a world created by a manipulative international corporation. In the world where relationships are just a means to an end and death is only an illusion, control and power are of ultimate value. Vlado realizes that he cannot trust anyone and even doubts his own sanity. However, it turns out that the naive artist is not such an easy target"	0.697961705
tt3317762	1869	10955	Damien E. Lipp	Stephanie Mauro	Sophie Wright	nm4525069	nm3910623	nm4674039	The Butcher Possessions	2014	70	"Drama,Horror,Thriller"	nm4217820	nm4217820	4.8	392	"Chris Shaw was an up and coming Internet sensation. In his videos he performed rituals he found on the web, testing their legitimacy in summoning spirits. His last video never got to be broadcast, until now. Chris films everything as he, his girlfriend Tara and their friends Brent, Lorraine and Nicole travel to Brent's holiday house nestled in the vast, isolated plains of rural Victoria. Once they arrive they prepare and perform the latest ritual Beckoning the Butcher, a mysterious invocation Chris found online, designed to entice a paranormal entity into this world. All who took part in the ritual that night went missing without a trace. The only clue for investigators was the found footage contained on Chris's camera. Unfortunately for all involved, the footage itself seemed to pose more questions than to provide answers. Using interviews from family members, detectives and psychics, along with Chris's footage, this film aims to piece together the events of that fateful night and ..."	4.85828877
tt1655603	2000	10454	Giovanna Leah	Libby Baker	Andrea Rabold	nm3818830	nm2991490	nm2780369	Evil Intent	2010	74	Thriller	nm3324251	nm3324251	6.7	32	"Stephanie and Kelly are best friends and roommates. Paul is Stephanie's boyfriend and Kelly's former boyfriend. The three of them eventually realize they are part of a love triangle that's filled with love, betrayal, insanity, and murder."	4.224387806
tt2673854	2000	11006	Kristi McKay	Matt 'Goose' Goosherst	Kedryn Carpenter	nm5506263	nm5505661	nm5271570	Midget Zombie Takeover	2013	73	"Comedy,Horror"	nm3324251	nm3324251	5	77	"When some college students get together for a hot tub party, they're shocked to find out that their party is being crashed by some tiny, uninvited guests who are hungry for flesh - human flesh."	4.500249875
tt0480268	2091	8449	Stanley Tucci	Patricia Clarkson	Thijs Römer	nm0001804	nm0165101	nm1465817	Blind Date	2007	80	"Comedy,Drama,Romance"	nm0001804	"nm0324660,nm0259445,nm0284036,nm0556198,nm0465648,nm2513802,nm0001804"	5.9	815	"A married couple has suffered a tragedy, and now the only way they can now relate to one another is by meeting as different characters through a series of personal ads."	3.038718929
tt0914382	2500	15610	Erin Fisher	Cris Lankenau	Sarah Hellman	nm1469454	nm2483310	nm2468500	Quiet City	2007	78	Drama	nm1369800	"nm1469454,nm1369800,nm2483310"	6.4	1357	"Jamie is 21. She's from Atlanta. She's come to Brooklyn to visit her friend Samantha, but she can't find her. Jamie tries calling, but Samantha's phone is dead. Jamie meets Charlie when she asks him for directions. Nothing to do and nothing but time leads them to bowls of coleslaw, footraces in the park, art shows, and after parties."	5.241503399
tt1558246	2500	51	Danny Dyer	Les Allen	Kate Ashfield	nm0245705	nm3590786	nm0038918	7 Lives	2011	100	"Fantasy,Thriller"	nm1918269	nm1918269	3.5	418	"Tom, a married man with kids, is struggling at work when a client tries to seduce him with promises of a 'more exciting life'. On his way home one night he gets attacked by a gang of hoodies and falls into a parallel world where he lives 5 other lives including a Rock-Star, a Homeless person and the 'hoody' that attacked him. These lives help him to re-evaluate his priorities and values but in order to get home he must face some of his deepest desires and fears. Will he make it home or is the grass greener on the other side?"	-0.979608157
tt2913948	4000	19463	Gregg Adams	John Anderson	Bryan Bermingham	nm3179879	nm5695424	nm5675114	Whensday	2013	100	Comedy	"nm5675036,nm5673979,nm2294635,nm0380526"	\N	7.5	22	"Documentarian Abe Benjamin stumbles across an old cassette tape in a thrift store that leads him to investigate the mysterious origin of a bamboo bike and the odd little girl who accompanies it on its journey through time. Unbeknownst to Abe, the Braughman Brothers Security Team are on the hunt for the same bike at the request of their billionaire boss and best friend Joe Panda. Chaos ensues."	3.864533867
tt0854114	4183	31572	Aseel Adel	Bashir Al Majid	Mohamed Hashim	nm2378183	nm2377484	nm2376768	Dreams	2006	110	Drama	nm1865534	nm1865534	6.9	181	"Scarred Baghdad 2003... confusion, uncertainty and death engulf the bombed ruins of a Psychiatric asylum. Voyeuristically we move between the past and the present of three Iraqi lives entangled by the chaos of the American 'Shock and Awe' campaign..."	6.545889101
